datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,icon
2025-01-04,32.0,23.0,27.6,34.8,23.0,29.3,20.5,65.7,0.3,100,12.5,rain,19.1,13.0,9.0,1009.8,77.0,10.0,190.7,16.6,8,2025-01-04T06:12:59,2025-01-04T17:43:41,0.15,"Rain, Partially cloudy",rain
2025-01-05,32.0,23.0,27.4,34.4,23.0,28.7,20.5,67.2,0.0,0,0.0,rain,19.4,14.8,340.1,1010.9,54.0,9.4,218.5,19.0,8,2025-01-05T06:13:20,2025-01-05T17:44:14,0.19,Partially cloudy,partly-cloudy-day
2025-01-06,31.0,22.0,27.0,33.6,22.0,28.0,21.3,72.4,0.2,100,8.33,rain,16.2,13.0,260.1,1010.6,52.5,8.6,190.1,16.4,7,2025-01-06T06:13:40,2025-01-06T17:44:46,0.22,"Rain, Partially cloudy",rain
2025-01-07,33.0,22.0,26.8,36.0,22.0,28.3,21.4,73.5,0.0,0,0.0,rain,20.9,16.6,187.0,1010.8,28.5,8.0,211.3,18.2,8,2025-01-07T06:14:00,2025-01-07T17:45:19,0.25,Partially cloudy,partly-cloudy-day
2025-01-08,32.0,23.0,27.0,34.8,23.0,28.2,21.9,75.7,0.0,0,0.0,rain,21.2,16.6,125.4,1010.9,45.1,8.1,201.0,17.5,7,2025-01-08T06:14:18,2025-01-08T17:45:51,0.3,Partially cloudy,partly-cloudy-day
2025-01-09,32.0,23.0,26.8,33.4,23.0,27.5,20.3,69.3,0.0,0,0.0,rain,17.3,14.8,298.0,1011.7,56.3,9.0,200.2,17.3,8,2025-01-09T06:14:36,2025-01-09T17:46:24,0.33,Partially cloudy,partly-cloudy-day
2025-01-10,33.0,25.0,27.9,34.8,25.0,29.2,20.8,66.3,0.0,0,0.0,rain,21.2,14.8,40.8,1012.8,66.5,9.3,217.8,18.9,8,2025-01-10T06:14:53,2025-01-10T17:46:56,0.37,Partially cloudy,partly-cloudy-day
2025-01-11,33.0,22.0,26.6,33.9,22.0,26.9,16.8,55.8,0.0,0,0.0,rain,23.0,22.3,19.4,1013.6,74.0,10.0,230.1,19.9,8,2025-01-11T06:15:09,2025-01-11T17:47:28,0.4,Partially cloudy,partly-cloudy-day
2025-01-12,32.0,22.0,26.0,32.3,22.0,26.2,16.1,55.5,0.0,0,0.0,rain,38.9,18.4,24.5,1013.1,69.7,10.0,227.6,19.7,8,2025-01-12T06:15:24,2025-01-12T17:48:00,0.44,Partially cloudy,partly-cloudy-day
2025-01-13,31.0,19.0,24.7,31.8,19.0,24.9,16.1,59.7,0.0,0,0.0,rain,18.0,16.6,293.5,1012.0,66.0,10.0,225.3,19.4,9,2025-01-13T06:15:38,2025-01-13T17:48:31,0.47,Partially cloudy,partly-cloudy-day
2025-01-14,32.0,21.0,25.4,34.8,21.0,26.1,21.0,78.0,0.4,100,4.17,rain,26.3,20.5,9.3,1011.8,40.6,7.8,168.5,14.4,8,2025-01-14T06:15:51,2025-01-14T17:49:02,0.5,"Rain, Partially cloudy",rain
2025-01-15,33.1,24.0,27.9,38.0,24.0,30.4,23.4,77.9,0.1,100,4.17,rain,38.2,18.4,34.8,1011.3,44.1,8.4,194.0,16.8,8,2025-01-15T06:16:04,2025-01-15T17:49:33,0.54,"Rain, Partially cloudy",rain
2025-01-16,34.0,24.0,28.3,36.4,24.0,29.7,20.5,64.1,0.2,100,8.33,rain,23.8,22.3,48.1,1011.8,61.6,10.0,194.9,16.9,7,2025-01-16T06:16:15,2025-01-16T17:50:04,0.57,"Rain, Partially cloudy",rain
2025-01-17,32.0,22.0,26.8,32.8,22.0,27.4,18.3,60.8,0.0,0,0.0,rain,29.5,16.6,74.4,1011.0,85.3,10.0,247.4,21.3,9,2025-01-17T06:16:25,2025-01-17T17:50:34,0.6,Partially cloudy,partly-cloudy-day
2025-01-18,32.0,22.0,26.8,34.1,22.0,27.8,19.3,64.5,0.0,0,0.0,rain,16.2,13.0,336.9,1010.3,55.9,10.0,222.2,19.4,9,2025-01-18T06:16:34,2025-01-18T17:51:04,0.64,Partially cloudy,partly-cloudy-day
2025-01-19,33.0,23.0,27.5,36.9,23.0,29.2,22.7,76.4,0.0,0,0.0,rain,19.1,16.6,240.1,1009.4,57.1,7.8,219.3,18.9,9,2025-01-19T06:16:42,2025-01-19T17:51:33,0.67,Partially cloudy,partly-cloudy-day
2025-01-20,31.0,24.0,27.1,32.9,24.0,28.2,21.0,70.1,0.0,0,0.0,rain,22.3,14.8,164.2,1009.3,64.2,10.0,213.1,18.5,8,2025-01-20T06:16:49,2025-01-20T17:52:02,0.7,Partially cloudy,partly-cloudy-day
2025-01-21,31.0,22.0,26.5,32.3,22.0,27.3,20.5,71.1,0.0,0,0.0,rain,18.0,18.4,131.1,1010.0,53.3,8.6,229.4,19.9,9,2025-01-21T06:16:55,2025-01-21T17:52:31,0.73,Partially cloudy,partly-cloudy-day
2025-01-22,32.0,23.0,26.8,34.1,23.0,27.6,20.0,67.2,0.0,0,0.0,rain,22.0,18.4,146.0,1010.2,62.8,9.9,239.8,20.7,9,2025-01-22T06:17:00,2025-01-22T17:52:59,0.75,Partially cloudy,partly-cloudy-day
2025-01-23,31.0,24.0,27.5,34.0,24.0,29.4,21.9,72.3,0.0,0,0.0,rain,22.3,11.2,169.0,1010.3,66.9,8.5,205.6,17.9,8,2025-01-23T06:17:04,2025-01-23T17:53:26,0.8,Partially cloudy,partly-cloudy-day
2025-01-24,34.0,24.0,27.8,36.4,24.0,29.3,22.0,72.6,0.0,0,0.0,rain,28.1,25.9,127.5,1009.0,49.3,8.0,232.4,20.1,9,2025-01-24T06:17:07,2025-01-24T17:53:53,0.83,Partially cloudy,partly-cloudy-day
2025-01-25,33.0,24.0,28.2,36.7,24.0,30.1,21.9,69.9,0.0,0,0.0,rain,24.5,14.8,141.7,1009.0,55.7,10.0,237.4,20.6,9,2025-01-25T06:17:09,2025-01-25T17:54:19,0.86,Partially cloudy,partly-cloudy-day
2025-01-26,32.0,25.0,27.7,36.7,25.0,29.4,21.9,71.4,0.4,100,12.5,rain,28.1,18.4,104.8,1009.3,52.8,9.9,222.4,19.3,8,2025-01-26T06:17:10,2025-01-26T17:54:45,0.89,"Rain, Partially cloudy",rain
2025-01-27,32.0,23.0,26.5,32.3,23.0,27.0,18.7,63.5,0.0,0,0.0,rain,25.2,14.8,76.7,1009.8,67.6,10.0,243.4,21.1,9,2025-01-27T06:17:10,2025-01-27T17:55:11,0.93,Partially cloudy,partly-cloudy-day
2025-01-28,30.0,21.0,25.8,31.8,21.0,26.3,18.7,65.7,0.0,0,0.0,rain,22.0,14.8,281.2,1012.5,52.9,10.0,250.8,21.8,9,2025-01-28T06:17:08,2025-01-28T17:55:35,0.96,Partially cloudy,partly-cloudy-day
2025-01-29,30.0,20.0,24.5,30.3,20.0,24.7,17.0,63.8,0.0,0,0.0,rain,19.8,14.8,316.8,1013.8,79.2,10.0,257.6,22.2,9,2025-01-29T06:17:06,2025-01-29T17:56:00,0.0,Partially cloudy,partly-cloudy-day
2025-01-30,30.0,20.0,24.7,30.3,20.0,24.8,17.0,64.4,0.0,0,0.0,rain,20.5,18.4,263.2,1011.3,89.2,10.0,193.1,16.9,7,2025-01-30T06:17:03,2025-01-30T17:56:23,0.02,Partially cloudy,partly-cloudy-day
2025-01-31,33.0,20.0,26.5,33.4,20.0,26.9,18.5,64.6,0.0,0,0.0,rain,21.2,13.0,295.3,1009.8,80.5,9.9,214.4,18.5,8,2025-01-31T06:16:58,2025-01-31T17:56:46,0.06,Partially cloudy,partly-cloudy-day
2025-02-01,33.0,23.0,27.2,33.9,23.0,27.9,20.9,70.7,0.0,0,0.0,rain,23.8,20.5,176.7,1008.9,73.6,10.0,253.7,22.0,9,2025-02-01T06:16:53,2025-02-01T17:57:08,0.1,Partially cloudy,partly-cloudy-day
2025-02-02,34.0,22.0,27.4,35.7,22.0,28.5,20.7,69.3,0.0,0,0.0,rain,25.9,18.4,153.6,1008.9,58.6,10.0,249.3,21.6,9,2025-02-02T06:16:46,2025-02-02T17:57:30,0.13,Partially cloudy,partly-cloudy-day
2025-02-03,33.0,25.0,28.2,36.0,25.0,29.7,21.4,68.2,0.0,0,0.0,rain,25.2,14.8,152.0,1009.3,43.2,10.0,242.4,20.9,9,2025-02-03T06:16:39,2025-02-03T17:57:51,0.17,Partially cloudy,partly-cloudy-day
2025-02-04,33.0,23.0,27.6,36.0,23.0,28.6,19.5,62.2,0.0,0,0.0,rain,24.1,22.3,299.6,1010.3,39.2,10.0,266.2,23.1,9,2025-02-04T06:16:30,2025-02-04T17:58:12,0.2,Partially cloudy,partly-cloudy-day
2025-02-05,33.0,22.0,27.0,33.9,22.0,27.7,19.3,64.0,0.0,0,0.0,rain,28.4,22.3,152.4,1010.0,49.0,10.0,263.1,22.8,9,2025-02-05T06:16:21,2025-02-05T17:58:32,0.25,Partially cloudy,partly-cloudy-day
2025-02-06,33.0,21.0,26.8,34.5,21.0,27.4,19.9,68.3,0.0,0,0.0,rain,25.9,20.5,138.3,1009.8,28.5,9.1,264.7,22.8,9,2025-02-06T06:16:10,2025-02-06T17:58:51,0.27,Partially cloudy,partly-cloudy-day
2025-02-07,33.0,22.0,27.1,33.4,22.0,27.7,19.5,65.6,0.0,0,0.0,rain,22.3,13.0,289.2,1010.3,64.3,9.8,260.1,22.3,9,2025-02-07T06:15:59,2025-02-07T17:59:10,0.31,Partially cloudy,partly-cloudy-day
2025-02-08,33.0,22.0,27.3,34.5,22.0,28.0,19.5,63.7,0.0,0,0.0,rain,27.0,22.3,251.6,1010.3,66.2,9.8,263.2,22.9,9,2025-02-08T06:15:46,2025-02-08T17:59:28,0.34,Partially cloudy,partly-cloudy-day
2025-02-09,32.0,21.0,26.8,32.8,21.0,27.3,17.3,57.1,0.0,0,0.0,rain,22.7,18.4,53.1,1010.7,68.5,10.0,213.0,18.3,8,2025-02-09T06:15:33,2025-02-09T17:59:45,0.38,Partially cloudy,partly-cloudy-day
2025-02-10,32.0,23.0,27.1,33.4,23.0,27.8,18.3,59.7,0.1,100,4.17,rain,22.7,14.8,27.4,1010.8,87.9,10.0,218.0,18.8,8,2025-02-10T06:15:18,2025-02-10T18:00:02,0.42,"Rain, Partially cloudy",rain
2025-02-11,32.0,24.0,27.7,34.8,24.0,29.6,21.7,70.8,0.2,100,8.33,rain,20.5,16.6,220.4,1010.8,68.9,9.7,177.9,15.4,7,2025-02-11T06:15:03,2025-02-11T18:00:18,0.45,"Rain, Partially cloudy",rain
2025-02-12,33.0,23.0,27.8,38.0,23.0,30.5,23.8,80.3,26.3,100,4.17,rain,23.8,18.4,201.6,1010.7,67.7,9.2,211.4,18.3,7,2025-02-12T06:14:47,2025-02-12T18:00:33,0.5,"Rain, Partially cloudy",rain
2025-02-13,31.0,25.0,27.0,36.4,25.0,29.5,24.5,86.5,119.9,100,4.17,rain,26.3,14.8,161.1,1011.2,73.1,9.0,206.0,18.0,8,2025-02-13T06:14:29,2025-02-13T18:00:48,0.52,"Rain, Partially cloudy",rain
2025-02-14,31.0,25.0,27.8,36.4,25.0,30.6,24.1,81.1,1.3,100,33.33,rain,21.2,14.8,196.5,1010.4,76.7,8.7,197.0,17.1,7,2025-02-14T06:14:11,2025-02-14T18:01:02,0.55,"Rain, Partially cloudy",rain
2025-02-15,32.0,26.0,28.0,37.8,26.0,31.4,24.4,81.4,1.4,100,29.17,rain,29.5,22.3,178.5,1009.5,64.9,8.7,218.6,18.9,8,2025-02-15T06:13:52,2025-02-15T18:01:16,0.59,"Rain, Partially cloudy",rain
2025-02-16,33.0,25.0,28.5,38.0,25.0,31.0,22.9,72.6,0.4,100,12.5,rain,26.6,22.3,118.5,1010.3,46.4,9.4,236.2,20.4,9,2025-02-16T06:13:33,2025-02-16T18:01:29,0.62,"Rain, Partially cloudy",rain
2025-02-17,33.0,24.0,28.8,36.7,24.0,30.9,21.5,65.9,0.1,100,4.17,rain,20.2,16.6,145.1,1011.5,54.1,10.0,244.9,21.2,9,2025-02-17T06:13:12,2025-02-17T18:01:41,0.65,"Rain, Partially cloudy",rain
2025-02-18,33.0,25.0,28.6,38.0,25.0,31.3,22.5,70.2,0.3,100,12.5,rain,18.4,18.4,179.0,1011.5,64.1,9.9,230.9,19.8,8,2025-02-18T06:12:51,2025-02-18T18:01:53,0.68,"Rain, Partially cloudy",rain
2025-02-19,31.0,24.0,27.0,35.4,24.0,28.5,22.8,78.8,1.7,100,8.33,rain,29.5,22.3,19.6,1011.4,48.5,8.9,233.6,20.3,9,2025-02-19T06:12:28,2025-02-19T18:02:04,0.71,"Rain, Partially cloudy",rain
2025-02-20,33.0,24.0,28.1,36.9,24.0,30.1,22.4,72.8,0.2,100,8.33,rain,25.2,20.5,131.3,1011.1,42.9,8.5,250.3,21.6,9,2025-02-20T06:12:05,2025-02-20T18:02:14,0.75,"Rain, Partially cloudy",rain
2025-02-21,33.0,25.0,28.2,36.9,25.0,29.9,21.9,69.8,3.5,100,4.17,rain,27.7,18.4,99.4,1012.0,79.6,10.0,230.0,19.9,9,2025-02-21T06:11:42,2025-02-21T18:02:25,0.75,"Rain, Partially cloudy",rain
2025-02-22,31.0,24.0,27.2,35.4,24.0,29.3,23.2,79.6,2.2,100,12.5,rain,28.1,14.8,100.1,1012.0,61.8,8.3,158.1,13.7,6,2025-02-22T06:11:17,2025-02-22T18:02:34,0.81,"Rain, Partially cloudy",rain
2025-02-23,31.0,26.0,28.1,35.4,26.0,30.5,22.9,74.3,0.1,100,4.17,rain,53.6,24.1,78.4,1013.0,81.3,9.9,187.1,16.3,8,2025-02-23T06:10:52,2025-02-23T18:02:43,0.84,"Rain, Partially cloudy",rain
2025-02-24,34.0,25.0,29.2,37.2,25.0,31.3,21.9,66.6,0.0,0,0.0,rain,52.2,27.7,90.8,1013.5,74.9,9.8,172.2,14.8,7,2025-02-24T06:10:26,2025-02-24T18:02:51,0.88,Partially cloudy,partly-cloudy-day
2025-02-25,32.0,24.0,28.4,35.7,24.0,30.2,21.4,66.8,0.1,100,4.17,rain,37.4,16.6,85.4,1014.3,75.2,10.0,259.3,22.4,9,2025-02-25T06:09:59,2025-02-25T18:02:59,0.91,"Rain, Partially cloudy",rain
2025-02-26,34.0,26.0,29.6,36.0,26.0,31.5,21.0,61.3,0.2,100,8.33,rain,36.4,14.8,90.2,1014.0,70.0,10.0,223.2,19.3,9,2025-02-26T06:09:32,2025-02-26T18:03:07,0.94,"Rain, Partially cloudy",rain
2025-02-27,34.0,25.0,29.1,36.9,25.0,30.8,21.0,63.0,0.0,0,0.0,rain,25.6,20.5,119.1,1011.7,43.9,10.6,267.9,23.0,10,2025-02-27T06:09:04,2025-02-27T18:03:14,0.97,Partially cloudy,partly-cloudy-day
2025-02-28,35.0,25.0,29.3,39.4,25.0,31.4,20.8,60.9,0.0,0,0.0,rain,25.9,18.4,126.0,1011.3,40.9,10.0,256.4,22.3,9,2025-02-28T06:08:36,2025-02-28T18:03:20,0.0,Partially cloudy,partly-cloudy-day
2025-03-01,35.0,24.9,28.8,38.4,24.9,30.6,20.9,63.1,0.0,0,0.0,rain,30.2,24.1,143.6,1010.2,61.2,10.6,250.5,21.5,10,2025-03-01T06:08:07,2025-03-01T18:03:26,0.04,Partially cloudy,partly-cloudy-day
2025-03-02,33.0,26.0,28.7,36.0,26.0,30.1,20.8,63.1,0.0,0,0.0,rain,29.2,22.3,136.6,1009.0,61.5,10.0,268.0,23.3,9,2025-03-02T06:07:37,2025-03-02T18:03:32,0.08,Partially cloudy,partly-cloudy-day
2025-03-03,35.0,25.0,29.3,39.4,25.0,31.8,22.5,68.6,0.0,0,0.0,rain,30.2,22.3,144.8,1008.3,49.2,10.0,289.0,25.0,10,2025-03-03T06:07:07,2025-03-03T18:03:37,0.11,Partially cloudy,partly-cloudy-day
2025-03-04,33.0,26.0,28.8,38.0,26.0,31.7,23.3,73.5,0.0,0,0.0,rain,25.9,20.5,153.6,1008.2,43.4,10.0,258.7,22.3,9,2025-03-04T06:06:36,2025-03-04T18:03:42,0.15,Partially cloudy,partly-cloudy-day
2025-03-05,34.0,26.0,29.1,39.2,26.0,32.5,23.6,73.5,0.0,0,0.0,rain,24.1,20.5,159.7,1007.8,64.0,10.0,239.7,20.9,9,2025-03-05T06:06:05,2025-03-05T18:03:46,0.18,Partially cloudy,partly-cloudy-day
2025-03-06,34.0,27.0,29.5,39.2,30.0,33.4,23.5,71.2,0.0,0,0.0,rain,34.9,20.5,147.1,1009.3,53.4,10.0,271.8,23.7,9,2025-03-06T06:05:33,2025-03-06T18:03:50,0.25,Partially cloudy,partly-cloudy-day
2025-03-07,35.0,26.0,30.0,39.4,26.0,33.5,23.0,67.9,0.1,100,4.17,rain,44.6,25.9,125.3,1008.8,54.8,9.9,252.0,21.7,8,2025-03-07T06:05:01,2025-03-07T18:03:53,0.25,"Rain, Partially cloudy",rain
2025-03-08,35.0,26.0,29.8,39.4,26.0,33.1,22.6,66.4,1.0,100,16.67,rain,24.1,20.5,107.2,1009.8,66.5,10.0,243.2,20.9,9,2025-03-08T06:04:29,2025-03-08T18:03:57,0.29,"Rain, Partially cloudy",rain
2025-03-09,34.0,26.0,29.5,37.2,26.0,31.6,21.2,61.7,0.1,100,4.17,rain,31.3,22.3,62.9,1011.2,79.2,10.0,136.1,11.8,7,2025-03-09T06:03:56,2025-03-09T18:04:00,0.32,"Rain, Partially cloudy",rain
2025-03-10,36.0,26.0,29.8,40.7,26.0,32.7,22.4,65.6,0.2,100,4.17,rain,49.3,20.5,89.1,1011.3,66.4,10.0,258.9,22.4,9,2025-03-10T06:03:22,2025-03-10T18:04:02,0.36,"Rain, Partially cloudy",rain
2025-03-11,35.0,26.0,29.4,39.4,26.0,32.5,23.2,70.8,0.0,0,0.0,rain,34.2,22.3,116.1,1010.2,37.8,9.1,261.2,22.6,9,2025-03-11T06:02:49,2025-03-11T18:04:05,0.39,Partially cloudy,partly-cloudy-day
2025-03-12,36.0,27.0,30.5,40.7,29.5,34.2,22.5,63.2,0.2,100,8.33,rain,40.7,25.9,128.6,1008.9,50.4,10.0,281.4,24.3,10,2025-03-12T06:02:15,2025-03-12T18:04:07,0.43,"Rain, Partially cloudy",rain
2025-03-13,35.0,27.0,30.3,38.4,29.1,33.1,21.6,61.0,0.0,0,0.0,rain,38.9,24.1,128.2,1009.3,52.8,10.0,282.7,24.3,10,2025-03-13T06:01:40,2025-03-13T18:04:08,0.46,Partially cloudy,partly-cloudy-day
2025-03-14,36.0,27.0,30.1,40.7,29.1,33.5,22.5,64.8,0.0,0,0.0,rain,31.0,20.5,132.7,1010.3,22.2,10.0,296.5,25.7,10,2025-03-14T06:01:06,2025-03-14T18:04:10,0.5,Partially cloudy,partly-cloudy-day
2025-03-15,34.0,27.0,29.7,41.8,30.0,34.2,24.0,72.4,0.0,0,0.0,rain,28.8,22.3,147.9,1010.4,55.5,10.0,264.2,22.9,9,2025-03-15T06:00:31,2025-03-15T18:04:11,0.53,Partially cloudy,partly-cloudy-day
2025-03-16,34.0,27.0,29.3,40.5,30.0,33.2,23.6,72.3,3.3,100,29.17,rain,35.3,25.9,146.9,1010.1,59.4,10.0,247.1,21.3,9,2025-03-16T05:59:56,2025-03-16T18:04:12,0.56,"Rain, Partially cloudy",rain
2025-03-17,34.0,26.0,29.1,39.2,26.0,32.4,23.4,72.5,4.5,100,41.67,rain,22.7,18.4,143.1,1010.1,65.2,9.7,240.6,20.9,9,2025-03-17T05:59:20,2025-03-17T18:04:13,0.6,"Rain, Partially cloudy",rain
2025-03-18,35.0,26.0,30.0,40.5,26.0,33.6,23.0,67.7,0.6,100,16.67,rain,24.5,18.4,157.1,1010.8,53.3,10.0,253.8,22.0,9,2025-03-18T05:58:45,2025-03-18T18:04:14,0.63,"Rain, Partially cloudy",rain
2025-03-19,35.0,25.0,29.6,37.6,25.0,31.1,19.8,56.5,0.0,0,0.0,rain,25.9,20.5,41.2,1012.8,46.2,10.0,284.3,24.7,10,2025-03-19T05:58:09,2025-03-19T18:04:14,0.66,Partially cloudy,partly-cloudy-day
2025-03-20,33.1,24.0,28.1,34.5,24.0,29.1,19.0,58.5,0.0,0,0.0,rain,26.6,20.5,39.1,1014.1,79.5,11.0,267.3,22.9,10,2025-03-20T05:57:33,2025-03-20T18:04:15,0.7,Partially cloudy,partly-cloudy-day
2025-03-21,35.0,24.0,28.8,36.8,24.0,30.2,19.8,59.8,0.0,0,0.0,rain,25.6,20.5,38.0,1013.7,76.6,11.6,278.4,24.1,10,2025-03-21T05:56:58,2025-03-21T18:04:15,0.73,Partially cloudy,partly-cloudy-day
2025-03-22,36.0,25.0,29.5,38.8,25.0,31.4,21.2,63.0,0.0,0,0.0,rain,27.0,20.5,85.5,1012.3,53.0,9.2,287.8,24.7,10,2025-03-22T05:56:21,2025-03-22T18:04:15,0.75,Partially cloudy,partly-cloudy-day
2025-03-23,35.0,25.0,29.3,37.6,25.0,31.1,21.0,62.2,0.0,0,0.0,rain,28.1,18.4,148.4,1011.8,52.6,9.4,259.9,22.2,10,2025-03-23T05:55:45,2025-03-23T18:04:16,0.79,Partially cloudy,partly-cloudy-day
2025-03-24,35.0,24.0,28.5,38.4,24.0,30.1,21.0,65.3,0.0,0,0.0,rain,36.0,24.1,134.6,1010.1,40.6,10.0,273.1,23.6,9,2025-03-24T05:55:09,2025-03-24T18:04:16,0.83,Partially cloudy,partly-cloudy-day
2025-03-25,32.0,26.0,27.9,34.1,26.0,29.2,20.9,66.4,0.0,0,0.0,rain,28.8,20.5,156.7,1008.0,45.4,10.0,211.6,18.4,8,2025-03-25T05:54:33,2025-03-25T18:04:16,0.86,Partially cloudy,partly-cloudy-day
2025-03-26,32.0,24.0,27.9,36.7,24.0,29.9,22.3,72.4,0.0,0,0.0,rain,28.8,18.4,156.4,1006.6,40.8,10.0,228.3,19.5,9,2025-03-26T05:53:57,2025-03-26T18:04:16,0.89,Partially cloudy,partly-cloudy-day
2025-03-27,33.0,25.0,28.5,36.0,25.0,30.2,22.0,70.0,0.0,0,0.0,rain,26.3,16.6,150.5,1006.1,31.9,10.0,291.4,25.1,9,2025-03-27T05:53:21,2025-03-27T18:04:16,0.93,Partially cloudy,partly-cloudy-day
2025-03-28,34.0,26.0,29.3,38.2,26.0,32.0,22.9,69.8,0.1,100,4.17,rain,24.5,18.4,166.6,1006.5,27.1,10.0,294.7,25.3,10,2025-03-28T05:52:45,2025-03-28T18:04:16,0.96,"Rain, Partially cloudy",rain
2025-03-29,34.0,27.0,29.5,40.5,29.5,33.6,23.7,71.9,0.1,100,4.17,rain,29.5,22.3,150.5,1007.8,50.0,10.0,252.8,21.7,8,2025-03-29T05:52:08,2025-03-29T18:04:16,0.0,"Rain, Partially cloudy",rain
2025-03-30,36.0,27.0,30.5,40.7,29.1,34.5,23.0,65.1,0.1,100,4.17,rain,31.0,22.3,127.0,1009.2,41.4,10.0,258.8,22.3,9,2025-03-30T05:51:32,2025-03-30T18:04:16,0.03,"Rain, Partially cloudy",rain
2025-03-31,32.0,26.0,28.9,36.7,26.0,33.0,24.1,76.2,1.8,100,33.33,rain,31.7,14.8,89.2,1009.1,66.9,9.9,156.1,13.5,8,2025-03-31T05:50:57,2025-03-31T18:04:16,0.06,"Rain, Partially cloudy",rain
2025-04-01,31.0,26.0,28.1,37.6,26.0,32.2,25.2,84.7,25.0,100,8.33,rain,35.3,9.4,261.0,1009.1,81.6,8.0,158.7,13.7,7,2025-04-01T05:50:21,2025-04-01T18:04:16,0.09,"Rain, Partially cloudy",rain
2025-04-02,34.0,25.0,29.0,39.2,25.0,31.5,23.3,73.4,0.3,100,4.17,rain,50.8,29.5,108.6,1010.0,65.3,9.0,210.3,18.2,9,2025-04-02T05:49:45,2025-04-02T18:04:16,0.13,"Rain, Partially cloudy",rain
2025-04-03,36.0,26.0,30.1,39.7,26.0,32.8,22.0,63.5,0.0,0,0.0,rain,31.3,20.5,114.2,1011.0,47.2,10.0,283.2,24.4,10,2025-04-03T05:49:10,2025-04-03T18:04:16,0.16,Partially cloudy,partly-cloudy-day
2025-04-04,35.0,25.0,29.8,39.4,25.0,32.4,21.8,63.8,0.0,0,0.0,rain,25.9,22.3,132.7,1010.2,52.8,10.0,289.1,24.9,10,2025-04-04T05:48:35,2025-04-04T18:04:17,0.2,Partially cloudy,partly-cloudy-day
2025-04-05,35.0,26.0,29.6,40.5,26.0,32.4,22.5,67.3,0.0,0,0.0,rain,26.3,24.1,137.9,1009.8,35.2,10.0,286.0,24.7,10,2025-04-05T05:48:00,2025-04-05T18:04:17,0.25,Partially cloudy,partly-cloudy-day
2025-04-06,35.0,26.0,29.8,39.4,26.0,33.0,22.8,67.6,0.0,0,0.0,rain,29.9,22.3,132.2,1010.2,53.9,10.0,280.3,24.1,9,2025-04-06T05:47:25,2025-04-06T18:04:18,0.27,Partially cloudy,partly-cloudy-day
2025-04-07,37.0,27.0,30.6,39.7,29.1,33.2,21.2,58.8,0.0,0,0.0,rain,28.8,20.5,131.2,1010.8,61.7,10.0,298.4,25.8,10,2025-04-07T05:46:50,2025-04-07T18:04:19,0.3,Partially cloudy,partly-cloudy-day
2025-04-08,34.0,27.0,30.2,39.2,29.1,33.4,22.0,62.5,0.0,0,0.0,rain,37.1,20.5,121.7,1011.4,70.3,9.9,231.3,20.0,9,2025-04-08T05:46:16,2025-04-08T18:04:20,0.33,Partially cloudy,partly-cloudy-day
2025-04-09,35.0,27.0,30.1,40.5,29.1,33.9,22.8,66.0,0.2,100,8.33,rain,31.7,25.9,137.7,1009.7,51.0,10.0,267.1,23.0,9,2025-04-09T05:45:42,2025-04-09T18:04:21,0.37,"Rain, Partially cloudy",rain
2025-04-10,35.0,27.0,29.4,40.5,30.0,33.9,24.4,75.8,1.2,100,29.17,rain,23.4,20.5,144.1,1008.3,58.3,9.9,249.9,21.6,8,2025-04-10T05:45:08,2025-04-10T18:04:22,0.4,"Rain, Partially cloudy",rain
2025-04-11,35.0,26.0,30.0,41.8,26.0,34.9,24.5,73.9,1.9,100,4.17,rain,28.1,20.5,167.2,1007.8,60.1,9.1,250.5,21.6,9,2025-04-11T05:44:35,2025-04-11T18:04:24,0.44,"Rain, Partially cloudy",rain
2025-04-12,36.0,27.0,30.9,41.8,30.5,35.8,23.9,68.3,0.1,100,4.17,rain,23.4,20.5,160.3,1008.6,45.1,10.0,268.5,23.2,9,2025-04-12T05:44:02,2025-04-12T18:04:26,0.47,"Rain, Partially cloudy",rain
2025-04-13,35.0,28.0,30.7,43.2,33.4,36.5,24.8,72.4,3.1,100,8.33,rain,31.7,24.1,148.4,1008.9,55.7,10.0,266.5,23.1,9,2025-04-13T05:43:30,2025-04-13T18:04:28,0.5,"Rain, Partially cloudy",rain
2025-04-14,36.0,27.0,30.9,41.8,30.5,35.6,23.7,66.7,0.3,100,12.5,rain,30.2,18.4,126.0,1009.6,49.2,10.0,271.5,23.4,10,2025-04-14T05:42:58,2025-04-14T18:04:30,0.54,"Rain, Partially cloudy",rain
2025-04-15,35.0,27.0,29.8,41.8,30.5,34.5,24.1,72.4,0.6,100,20.83,rain,24.8,24.1,96.5,1009.3,66.1,9.7,251.2,21.5,8,2025-04-15T05:42:26,2025-04-15T18:04:33,0.57,"Rain, Partially cloudy",rain
2025-04-16,35.0,28.0,30.4,40.5,31.1,34.9,23.6,68.2,0.3,100,12.5,rain,30.2,24.1,143.1,1009.2,64.8,10.0,256.5,22.1,8,2025-04-16T05:41:55,2025-04-16T18:04:36,0.61,"Rain, Partially cloudy",rain
